chart,version,variant,lane,lane_label,state,reason,next_action,support_artifact,owner,completion_class,command
hashicorp/vault,0.32.0,dev-mode,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
hashicorp/vault,0.32.0,dev-mode,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/vault-dev-mode-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/vault,0.32.0,ha-raft-ui + review,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/vault,0.32.0,ha-raft-ui,G,gitops-oci-live,watch,operate-policy: Vault init/unseal readiness (parity passed),Perform and record the operational step (e.g. Vault init/unseal) for the target scope; see the operating-policy artifact.,recipes/hashicorp/vault/0.32.0/operating-policy.yaml,needs operate review,already-decided,npm run live-parity:run -- --recipe recipes/hashicorp/vault/0.32.0 --base ha-raft-ui
hashicorp/vault,0.32.0,ha-raft-ui,L,local-live,blocked,local-live blocked: target-prerequisite: statefulset/vault: prerequisite-blocked (stuck creating: missing mount/secret/config) (vault-0[ContainerCreating ready=false restarts=0;] vault-1[] vault-2[] vault-agent-injector-8c76487db-r7vcn[ ready=true restarts=0;]),"Turn the missing target condition into a target fact, preflight, lifecycle route, or better base variant.",runs/next80-local-kind/hashicorp-vault-0.32.0-ha-raft-ui/observation-receipt.yaml,target-prerequisite,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/hashicorp/vault/0.32.0 --base ha-raft-ui
hashicorp/vault,0.32.0,ha-raft-ui,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
hashicorp/vault,0.32.0,ha-raft-ui,P,live-helm-vs-confighub-parity,watch,operate-policy: Vault init/unseal readiness (parity passed),Perform and record the operational step (e.g. Vault init/unseal) for the target scope; see the operating-policy artifact.,recipes/hashicorp/vault/0.32.0/operating-policy.yaml,needs operate review,already-decided,npm run live-parity:run -- --recipe recipes/hashicorp/vault/0.32.0 --base ha-raft-ui
hashicorp/vault,0.32.0,ha-raft-ui,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/vault-ha-raft-ui-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/vault,0.32.0,regulated-prod-us-east,promotion,variant-promotion (not-applicable-derived-variant),not-applicable-derived-variant,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,runs/derived-variant-execution/vault-regulated-prod-us-east/variant-create-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
hashicorp/vault,0.32.0,staging-us-east,promotion,variant-promotion (not-applicable-derived-variant),not-applicable-derived-variant,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,runs/derived-variant-execution/vault-staging-us-east/variant-create-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
ingress-nginx/ingress-nginx,4.15.1,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
ingress-nginx/ingress-nginx,4.15.1,admission-disabled,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
ingress-nginx/ingress-nginx,4.15.1,admission-disabled,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/ingress-nginx-admission-disabled-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
ingress-nginx/ingress-nginx,4.15.1,default,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/ingress-nginx-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
ingress-nginx/ingress-nginx,4.15.1,internal-clusterip,lifecycle,lifecycle-observed,todo,chart has hook/lifecycle behavior with no live observation yet,"decide and record the lifecycle route, then observe it live",,catalog,needs-run,
ingress-nginx/ingress-nginx,4.15.1,internal-clusterip,promotion,variant-promotion (proven),proven,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,runs/ingress-nginx-internal-clusterip-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,needs-target-or-prereq-fix,
istio/gateway,1.30.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
istio/gateway,1.30.0,controller-default-reviewed,G,gitops-oci-live,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/istio/gateway/1.30.0 --base controller-default-reviewed
istio/gateway,1.30.0,controller-default-reviewed,K,two-cluster-kind,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun.",runs/live-kind-parity/istio-gateway-controller-default-reviewed/receipt.yaml,catalog or image publisher,needs-modeling,
istio/gateway,1.30.0,controller-default-reviewed,L,local-live,blocked,local-live blocked: image-dependency: deployment/gateway: image-pull-blocked (gateway-7c598dffd4-w4m4g[ImagePullBackOff ready=false restarts=0;] kibana-kibana-9bf64bc55-qm87r[ContainerCreating ready=false restarts=0;] rollout-operator-5f6),"Pin, mirror, override, or document the image dependency, then rerun against a target that can pull it.",runs/next80-local-kind/istio-gateway-1.30.0-controller-default-reviewed/observation-receipt.yaml,image-dependency,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/istio/gateway/1.30.0 --base controller-default-reviewed
istio/gateway,1.30.0,controller-default-reviewed,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/istio/gateway/1.30.0 --base controller-default-reviewed
istio/gateway,1.30.0,controller-default-reviewed,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/istio-gateway-controller-default-reviewed-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
istio/gateway,1.30.0,default,G,gitops-oci-live,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/istio/gateway/1.30.0 --base default
istio/gateway,1.30.0,default,K,two-cluster-kind,blocked,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun.",runs/live-kind-parity/istio-gateway-default/receipt.yaml,catalog or image publisher,needs-modeling,
istio/gateway,1.30.0,default,L,local-live,blocked,local-live blocked: image-dependency: deployment/gateway: image-pull-blocked (gateway-7c598dffd4-jlxxc[ImagePullBackOff ready=false restarts=0;]),"Pin, mirror, override, or document the image dependency, then rerun against a target that can pull it.",runs/next80-local-kind/istio-gateway-1.30.0-default/observation-receipt.yaml,image-dependency,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/istio/gateway/1.30.0 --base default
istio/gateway,1.30.0,default,P,live-helm-vs-confighub-parity,watch,remote-image: image pull failed or pinned image is unavailable (parity passed),"Resolve the image by digest, override to a maintained image, or refresh the catalog base with a pullable image, then rerun the live lane.",data/image-digest-workdown/summary.md,catalog or image publisher,already-decided,npm run live-parity:run -- --recipe recipes/istio/gateway/1.30.0 --base default
istio/gateway,1.30.0,default,promotion,variant-promotion (proven-with-watch),watch,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,runs/istio-gateway-default-confighub-proof/latest/variant-promotion-receipt.yaml,catalog/promotion,already-decided,
istio/istiod,1.30.0,(source),promotion,variant-promotion (not-applicable-source),not-applicable-source,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
istio/istiod,1.30.0,default + namespace,promotion,variant-promotion (not-applicable-candidate),not-applicable-candidate,"candidate rows are planning rows, not server-side promotion evidence",turn this candidate into a real base or derived variant before server-side promotion applies,,catalog/promotion,needs-target-or-prereq-fix,
istio/istiod,1.30.0,default,G,gitops-oci-live,blocked,target-prerequisite: namespace missing (parity passed),"Stage the named prerequisite as a target fact (see the target-prerequisite-plan), then the row can move to pass.",recipes/istio/istiod/1.30.0/target-prerequisite-plan.yaml,user,needs-target-or-prereq-fix,npm run live-parity:run -- --recipe recipes/istio/istiod/1.30.0 --base default
istio/istiod,1.30.0,default,K,two-cluster-kind,blocked,target-prerequisite: required Namespace missing (parity passed),"Declare and stage the required Namespace as a target fact, then the row can move to pass.",runs/live-kind-parity/istio-istiod-default/receipt.yaml,user,needs-target-or-prereq-fix,
