rank,chart,source_version,current_recipe_version,proof_match_basis,version_match,source_status,recipe_status,package_status,variant_status,proof_status,catalog_status,production_readiness,supported_variants,next_action,source_features,recipe_path,package_path,support_level,supported_scopes,candidate_variants,current_risk,source_classification,source_problem_score,source_pre_recipe_risk_count,source_lifecycle_policy_count,source_early_policy_count,source_generated_facts_count,source_install_operate_count,lookup_count,rand_count,cert_count,time_uuid_count,required_fail_count,tpl_count,capabilities_api_count,capabilities_kube_version_count,hooks_count,crd_files_count,cluster_roles_count,webhooks_count,api_services_count,stateful_sets_count,pvc_count,secrets_count,dependencies_declared,dependency_lock_present,non_exact_dependency_constraints,proof_tier,proof_variant_count,proof_revision_count,proof_rendered_object_count,proof_first_rendered_sha256,proof_semantic_matches,proof_scan_results,proof_gate_results,proof_scan_high,proof_scan_medium,proof_scan_low,proof_control_categories,proof_uses_lookup,proof_uses_generated_facts,proof_uses_capabilities,proof_uses_tpl,proof_has_extension_slots,proof_receipts,weirdness_note,source_repository_url,source_archive_sha256,old_matrix_scan_status,old_matrix_error
289,dependencytrack/dependency-track,1.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,13,0,0,0,1,1,0,1,0,0,0,7,0,0,0,0,0,0,0,1,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://dependencytrack.github.io/helm-charts,cb1517a4c6797bce32bb19d07b75b0e43de36f0e0f14637da9155ec294abfe84,scanned,
290,apache-solr/solr,0.9.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",plain-ish,,,none,,,not-yet-proved,P3 plain/static-ish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://solr.apache.org/charts,067724d0385e6ca19194f0a1db201dabcf950a4737fcd63d31e6d78aec345618,scanned,
291,stackgres-charts/stackgres-operator,1.18.7,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;capabilities;crds;cluster-rbac;webhooks,,,none,,,not-yet-proved,P1 compiler policy needed,36,0,0,5,0,3,6,0,0,0,3,0,7,5,0,14,14,2,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://stackgres.io/downloads/stackgres-k8s/stackgres/helm/,5f61e15caaa6fd8e489a3ef4c17611ca7bbc426ef1cf5829fbdcd4a12b2b44ca,scanned,
292,istio-official/ztunnel,1.30.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,6,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://istio-release.storage.googleapis.com/charts,41a591e342d4e4cffe29b9795884e4182fc55b301eb67466ad2b336c575457d2,scanned,
293,cloudnative-pg/cluster,0.6.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,12,0,0,1,0,1,0,0,0,0,18,4,0,0,0,0,0,0,0,1,0,12,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://cloudnative-pg.io/charts/,5027d329dedb6c40c3cffb71f14d53d97816babe80274eb2f6c244fb16c8d18c,scanned,
294,nicholaswilde/code-server,1.1.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities;cluster-rbac;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,33,1,0,2,0,2,0,0,0,0,3,0,0,5,0,0,2,0,0,1,1,2,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://nicholaswilde.github.io/helm-charts/,dfbdac88e3fd0db9697a899b85095517493dca8ecd2464a79f7fc18a4c83c2ae,scanned,
295,douban/dify,0.9.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,80,1,2,5,27,1,15,18,8,1,11,36,3,28,1,0,0,0,0,6,9,11,3,true,6,,0,0,0,,,,,,,,,,,,,,,,https://douban.github.io/charts/,0f6391040a81a92a8fe4284f09d9dd88058b57eda482ad28eeb01dc15f9bebb5,scanned,
296,dragonfly/dragonfly,1.6.27,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;cluster-rbac;webhooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,14,3,11,11,2,1,5,20,2,20,0,0,5,1,0,7,4,6,2,true,2,,0,0,0,,,,,,,,,,,,,,,,https://dragonflyoss.github.io/helm-charts/,b6e3d96c0e2831385ab65e8b9fd7d47157a5d479d4377e97292a2149ab67c6e0,scanned,
297,bitnami/drupal,23.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,16,1,7,12,2,2,12,16,4,2,0,0,0,0,0,2,1,10,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,f90dab01a8c66986813bf7e36a4a9ea9f43cdcd7e2c57c47491bf5704d893954,scanned,
298,bitnami/logstash,7.0.11,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,61,1,0,5,7,1,3,5,2,0,0,5,2,1,0,0,0,0,0,1,0,2,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,9815bd944fa779a8bba7358f967fb30dd235925712dabc4c57210b00c1411da5,scanned,
299,mattermost/mattermost-team-edition,6.6.98,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,25,0,0,3,2,1,0,2,0,0,0,5,3,1,0,0,0,0,0,0,3,4,0,true,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.mattermost.com,550ba4f7dbb57905151bc232fbee0a0c278af6f43dcb11f19ef0e87571c8cc2c,scanned,
300,deliveryhero/node-local-dns,2.8.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl,,,none,,,not-yet-proved,P2 recipe/render/install policy,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/deliveryhero/helm-charts/refs/heads/master/,0e9b68ea3639025c8fc07e5f64209c0b2781baacf558bc91be2a3a074cac7273,scanned,
301,victoriametrics/victoria-logs-single,0.12.4,0.12.5,chart-name-only,different-current-version,source-scanned,current-recipe-different-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,review source/current-version drift and refresh recipe if needed,lookup;tpl;capabilities;cluster-rbac;stateful-storage,recipes/vm/victoria-logs-single/0.12.5/recipe.yaml,packages/vm/victoria-logs-single/0.12.5,machine-proof-only,,default,proof-grade-needs-variants,P0 source/dependency risk,51,1,0,3,0,2,3,0,0,0,13,33,3,0,0,0,2,0,0,2,2,1,1,true,2,next80-full,1,1,2,edbf6e7dd31e9a1d0686592e7c1f050b04f5d780bdc33bb34fb3ddbfdfedde04,2/2,pass,allow,0,0,0,capability-profile;dependency-lock;extension-slots;generated-facts;helm-equivalence;rendered-manifest-scan;source-lock;stateful-storage;target-facts;tpl-extension-slots;variant-revision,true,true,true,true,true,helmEquivalence;installGate;render;scan,,https://victoriametrics.github.io/helm-charts/,8fc06f5852cbd877b16f9d50ff45b734a046c20ecb645c04d8af175fbb348780,scanned,
302,jfrog/artifactory-oss,107.146.13,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,12,1,4,6,4,2,37,335,10,13,0,0,0,0,0,4,6,18,2,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.jfrog.io,bd439a61be2b4b84f49008b6ac90cb7e25ba719ea48ee7ae5d7849f0bf04ec21,scanned,
303,adwerx/awx,3.4.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,66,1,0,5,10,1,2,8,2,0,4,12,1,6,0,0,0,0,0,2,0,4,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://adwerx.github.io/charts/,b16bfa1421d55a6cd638a70b23b13f8415f9f42761bdf44cc2ed18d53b013873,scanned,
304,cetic/nifi,1.2.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,62,1,0,4,17,1,3,13,4,0,1,12,0,3,0,0,0,0,0,3,2,8,1,true,2,,0,0,0,,,,,,,,,,,,,,,,https://cetic.github.io/helm-charts,eec502f3156fb903905f834085cc1177492db792873adbede757632b29df7888,scanned,
305,rancher-latest/rancher,2.14.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;tpl;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,32,0,0,4,0,2,2,0,0,0,0,2,4,0,0,0,5,0,0,0,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://releases.rancher.com/server-charts/latest,9db459d9948bab56a0b8594e3f120dfc48f80f2cb9f9626ed30501a4b35d9b5e,scanned,
306,signoz/signoz,0.125.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,92,1,3,5,18,3,7,13,4,1,58,32,3,6,10,3,2,0,0,3,0,8,1,true,2,,0,0,0,,,,,,,,,,,,,,,,https://charts.signoz.io,70bd3ec4e43c82c64eea4be49e770e06f81621da15eb9f67aedbb2a239839f7d,scanned,
307,kubeshark-helm-charts/kubeshark,53.3.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;capabilities;cluster-rbac;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,14,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,5,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.kubeshark.com/,be5d31dfce9f4f92acdf47adbe669372c8159de8882cb66fd3442729e932c8b0,scanned,
308,elastic/metricbeat,8.5.1,8.5.1,exact-chart-ref,exact,source-scanned,current-recipe-exact-version,package-proof-exists,default-only,next80-full:1 revision(s),proof-grade,not-reviewed-for-production,,add user-shaped variants before catalog promotion,tpl;capabilities;cluster-rbac;stateful-storage,recipes/elastic/metricbeat/8.5.1/recipe.yaml,packages/elastic/metricbeat/8.5.1,machine-proof-only,,default,proof-grade-needs-variants,P2 recipe/render/install policy,14,0,0,2,0,2,0,0,0,0,0,6,0,1,0,0,7,0,0,1,0,2,0,true,0,next80-full,1,1,14,805a258f07a07f1cdef0ee45ee427a06e28cc18380e52368840efeb7b672e939,14/14,warn,warn,0,4,0,capability-profile;cluster-rbac;dependency-lock;extension-slots;helm-equivalence;rendered-manifest-scan;source-lock;tpl-extension-slots;variant-revision,false,false,true,true,true,helmEquivalence;installGate;render;scan,,https://helm.elastic.co,b19a8af7f34e7bd9eeaea9c425cf1272efe2edac0f073e1cd42690be6dd463ad,scanned,
309,enix/kube-image-keeper,2.3.0-beta.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",crds;cluster-rbac;webhooks,,,none,,,not-yet-proved,P2 recipe/render/install policy,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.enix.io,999d6817a8e9e417b6496ff2db9037ff55a301e2ecff84c8b9fbfee5bfbe8b14,scanned,
310,bitnami/matomo,11.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,17,1,7,11,4,2,12,15,4,2,0,0,0,0,0,2,1,11,2,true,3,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,588efd08236afafaa21ca850f1c984bf72deca11b135e6bc5fd63c3ee63d42f4,scanned,
311,cloudpirates-mongodb/mongodb,0.17.3,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,48,0,2,2,3,1,3,3,0,0,6,1,1,0,1,0,0,0,0,7,0,4,1,true,0,,0,0,0,,,,,,,,,,,,,,,,oci://registry-1.docker.io/cloudpirates/mongodb,ccfdd2fa451fa3e61c236aa607311b07939e7434980d015a37262394c9582d29,scanned,"Error: looks like ""oci://registry-1.docker.io/cloudpirates/mongodb"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
312,fairwinds-stable/polaris,6.0.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;capabilities;cluster-rbac;webhooks,,,none,,,not-yet-proved,P1 compiler policy needed,17,0,0,1,1,2,0,0,0,1,1,0,4,0,0,0,3,2,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.fairwinds.com/stable,a4a23ce95646fbbb3aa8baece5554db97055b32e30c01d0773e16511cba04b9c,scanned,
313,bitnami/sealed-secrets,2.5.19,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;crds;cluster-rbac,,,none,,,source-risk-no-proof,P0 source/dependency risk,65,1,0,5,7,2,3,5,2,0,2,4,2,1,0,1,4,0,0,0,0,2,1,true,1,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,9ff42df8d0502906d3afe0123ca8e4c8474448707164fe3668c4f09dcee154f3,scanned,
314,gabe565/vaultwarden,0.16.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,64,1,0,5,18,1,7,12,4,2,40,47,1,3,0,0,0,0,0,5,3,12,3,true,2,,0,0,0,,,,,,,,,,,,,,,,https://charts.gabe565.com,4e7dc2a728974ad2d47200ea735873ea892df4cdaf353d8d2909242c8109c63f,scanned,
315,eugen/rundeck,2.20.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;stateful-storage,,,none,,,not-yet-proved,P2 recipe/render/install policy,8,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://eugenmayer.github.io/helm-charts/,297266475c56c6bf30c37ac98998f8ba0dabd662f116f044030437c8d22a4928,scanned,
316,langfuse-k8s/langfuse,1.5.31,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,80,1,2,5,54,1,22,35,16,3,103,58,13,15,1,0,0,0,0,8,11,27,6,true,6,,0,0,0,,,,,,,,,,,,,,,,https://langfuse.github.io/langfuse-k8s/,76e40e7ac48c1d396da0795091c8768019ac109bf455567c33b542e4ee2d2a97,scanned,
317,meilisearch-kubernetes/meilisearch,0.32.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,35,0,0,4,1,1,1,1,0,0,0,1,1,4,0,0,0,0,0,1,1,1,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://meilisearch.github.io/meilisearch-kubernetes,5e223ad555dba80a0f7c21aee27e8c004a98d803e9a0fdea90a873efafc115ea,scanned,
318,sumologic/sumologic,5.1.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;hooks;crds;cluster-rbac;webhooks;stateful-storage,,,none,,,source-risk-no-proof,P0 source/dependency risk,90,1,3,4,65,5,6,2,7,56,51,170,30,76,4,16,51,10,1,11,2,24,0,true,6,,0,0,0,,,,,,,,,,,,,,,,https://sumologic.github.io/sumologic-kubernetes-collection,b7ae9174660f0e7a355d6bbf5f24471e7e568216e9fc70bc5aa680a4e73925fe,scanned,
319,cilium/tetragon,1.7.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://helm.cilium.io/,2d142ecff37a05bc2efab4c3f90cac2a545e8951d845fd15d023e1cbc31685f5,scanned,
320,infracloudio/botkube,1.14.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;tpl;cluster-rbac,,,none,,,not-yet-proved,P1 compiler policy needed,19,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.botkube.io/,87ddb70ff1273ea00326175c2f185fd8fa6206290e7c778cc6cb1acab6088dd2,scanned,
321,democratic-csi/democratic-csi,0.15.1,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",tpl;capabilities;cluster-rbac,,,none,,,not-yet-proved,P2 recipe/render/install policy,14,0,0,2,0,1,0,0,0,0,2,14,0,10,0,0,4,0,0,0,0,3,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://democratic-csi.github.io/charts/,3d87e129cea46d49d810e9e5085b61d06c01a313bcf92160e3d106adc30426ed,scanned,
322,eclipse-che/eclipse-che,7.118.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",crds;cluster-rbac;webhooks,,,none,,,not-yet-proved,P2 recipe/render/install policy,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://eclipse-che.github.io/che-operator/charts,fb9319aea87dc01f6f238536ab9ddf44f81cae73dc1c3df4c779e0baa41aa86d,scanned,
323,jitsi-meet/jitsi-meet,2.18.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",generated-facts;tpl;hooks;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,32,0,2,0,7,1,0,7,0,0,4,25,0,0,1,0,0,0,0,1,2,9,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://jitsi-contrib.github.io/jitsi-helm/,4cb898b7571075147b484ad17e3f5f1c02eff705e621cf303291b449703b9b42,scanned,
324,cloudpirates-mariadb/mariadb,0.16.4,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,40,0,0,4,3,1,2,3,0,0,1,3,1,3,0,0,0,0,0,1,2,2,1,true,0,,0,0,0,,,,,,,,,,,,,,,,oci://registry-1.docker.io/cloudpirates/mariadb,883b0a1b5591baeaf4a4b5b1e306447b407c9e5086d02451a2cfa03771c8bacc,scanned,"Error: looks like ""oci://registry-1.docker.io/cloudpirates/mariadb"" is not a valid chart repository or cannot be reached: failed to perform ""FetchReference"" on source: invalid reference
"
325,opensearch-operator/opensearch-operator,3.0.2,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",cluster-rbac;webhooks,,,none,,,not-yet-proved,P2 recipe/render/install policy,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://opensearch-project.github.io/opensearch-k8s-operator/,d5fe23fd7d8e1107331d2074d68b7bc42533b265096730ba9ab45eca11659d93,scanned,
326,stevehipwell/plantuml,3.46.0,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",capabilities,,,none,,,not-yet-proved,P2 recipe/render/install policy,12,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,false,0,,0,0,0,,,,,,,,,,,,,,,,https://stevehipwell.github.io/helm-charts/,12236c55115bad028f08e46af0986c7bfcc5eb76bec93f3524997c0630dce9ba,scanned,
327,bitnami/pytorch,5.8.5,,none,none,source-scanned,no-current-recipe,no-package-proof,no-variants,not-proved,not-in-catalog,none,,"create recipe, package, variants, rendered digest, scans, and receipts",lookup;generated-facts;tpl;capabilities;stateful-storage,,,none,,,not-yet-proved,P1 compiler policy needed,43,0,0,5,5,1,3,5,0,0,0,5,2,1,0,0,0,0,0,1,2,0,1,false,0,,0,0,0,,,,,,,,,,,,,,,,https://charts.bitnami.com/bitnami,7dfe43941bb27699019cc22505d5ab09c7117248d9b8e18dae82368fa26aac96,scanned,
